GP_ID,GP_Name,Block,District,State,Overall_PAI_Score,Overall_Grade,Overall_Category,T1_Poverty_Free_Score,T1_Poverty_Free_Grade,T1_Poverty_Free_Category,T2_Healthy_Score,T2_Healthy_Grade,T2_Healthy_Category,T3_Child_Friendly_Score,T3_Child_Friendly_Grade,T3_Child_Friendly_Category,T4_Water_Sufficient_Score,T4_Water_Sufficient_Grade,T4_Water_Sufficient_Category,T5_Clean_Green_Score,T5_Clean_Green_Grade,T5_Clean_Green_Category,T6_Self_Sufficient_Score,T6_Self_Sufficient_Grade,T6_Self_Sufficient_Category,T7_Socially_Just_Score,T7_Socially_Just_Grade,T7_Socially_Just_Category,T8_Good_Governance_Score,T8_Good_Governance_Grade,T8_Good_Governance_Category,T9_Women_Friendly_Score,T9_Women_Friendly_Grade,T9_Women_Friendly_Category
244238,Chak Amritsaria,Samana [330],Patiala,Punjab,51.51,C,Aspirant,64.88,B,Performer,71.6,B,Performer,67.33,B,Performer,41.78,C,Aspirant,38.88,D,Beginner,23.13,D,Beginner,75.63,A,Front Runner,57.83,C,Aspirant,49.65,C,Aspirant
260829,Gobind Nagar Kularan,Samana [330],Patiala,Punjab,51.32,C,Aspirant,69.98,B,Performer,38.89,D,Beginner,46.25,C,Aspirant,30.0,D,Beginner,63.33,B,Performer,63.1,B,Performer,72.81,B,Performer,60.61,B,Performer,37.11,D,Beginner
244235,Guru Teg Bahadur Nagar,Samana [330],Patiala,Punjab,50.81,C,Aspirant,51.09,C,Aspirant,84.03,A,Front Runner,74.0,B,Performer,44.03,C,Aspirant,34.29,D,Beginner,26.25,D,Beginner,69.03,B,Performer,62.17,B,Performer,41.79,C,Aspirant
289435,Talwandi Kothe,Samana [330],Patiala,Punjab,50.63,C,Aspirant,46.98,C,Aspirant,71.67,B,Performer,67.14,B,Performer,54.29,C,Aspirant,34.29,D,Beginner,31.88,D,Beginner,74.25,B,Performer,57.83,C,Aspirant,37.96,D,Beginner
19127,Basti Gobind Nagar,Samana [330],Patiala,Punjab,50.52,C,Aspirant,58.83,C,Aspirant,83.75,A,Front Runner,74.0,B,Performer,56.0,C,Aspirant,41.79,C,Aspirant,21.33,D,Beginner,74.95,B,Performer,36.09,D,Beginner,43.57,C,Aspirant
244236,Basti Bahamana,Samana [330],Patiala,Punjab,50.02,C,Aspirant,58.66,C,Aspirant,73.6,B,Performer,70.33,B,Performer,40.0,C,Aspirant,48.57,C,Aspirant,28.63,D,Beginner,72.99,B,Performer,31.74,D,Beginner,50.11,C,Aspirant
19123,Badanpur,Samana [330],Patiala,Punjab,49.69,C,Aspirant,83.81,A,Front Runner,57.89,C,Aspirant,46.1,C,Aspirant,45.66,C,Aspirant,30.13,D,Beginner,54.17,C,Aspirant,79.71,A,Front Runner,40.43,C,Aspirant,34.38,D,Beginner
19145,Fatehpur,Samana [330],Patiala,Punjab,49.54,C,Aspirant,74.08,B,Performer,56.67,C,Aspirant,57.79,C,Aspirant,46.37,C,Aspirant,45.33,C,Aspirant,38.13,D,Beginner,79.03,A,Front Runner,31.74,D,Beginner,36.87,D,Beginner
19186,Rampur Parta,Samana [330],Patiala,Punjab,49.5,C,Aspirant,53.61,C,Aspirant,78.7,A,Front Runner,42.96,C,Aspirant,59.6,C,Aspirant,51.04,C,Aspirant,33.33,D,Beginner,79.48,A,Front Runner,62.17,B,Performer,19.66,D,Beginner
19125,Bahmana,Samana [330],Patiala,Punjab,49.14,C,Aspirant,80.0,A,Front Runner,65.0,B,Performer,35.0,D,Beginner,50.96,C,Aspirant,36.85,D,Beginner,58.75,C,Aspirant,66.75,B,Performer,36.09,D,Beginner,34.53,D,Beginner
19162,Kheri Nagaian,Samana [330],Patiala,Punjab,48.87,C,Aspirant,50.59,C,Aspirant,64.12,B,Performer,50.91,C,Aspirant,47.61,C,Aspirant,55.1,C,Aspirant,32.22,D,Beginner,63.33,B,Performer,60.61,B,Performer,29.66,D,Beginner
244230,Kakra,Samana [330],Patiala,Punjab,48.6,C,Aspirant,60.29,B,Performer,38.33,D,Beginner,45.0,C,Aspirant,62.94,B,Performer,55.03,C,Aspirant,58.9,C,Aspirant,78.7,A,Front Runner,27.39,D,Beginner,33.07,D,Beginner
244231,Sangatpura,Samana [330],Patiala,Punjab,48.26,C,Aspirant,66.78,B,Performer,66.0,B,Performer,35.0,D,Beginner,54.29,C,Aspirant,34.29,D,Beginner,36.67,D,Beginner,81.72,A,Front Runner,62.17,B,Performer,26.52,D,Beginner
244233,Aujhan Patti,Samana [330],Patiala,Punjab,47.95,C,Aspirant,41.27,C,Aspirant,80.83,A,Front Runner,54.0,C,Aspirant,40.0,C,Aspirant,34.29,D,Beginner,34.0,D,Beginner,70.98,B,Performer,66.52,B,Performer,33.76,D,Beginner
19144,Fatehgarh Chhana,Samana [330],Patiala,Punjab,47.85,C,Aspirant,77.42,A,Front Runner,57.52,C,Aspirant,59.79,C,Aspirant,41.73,C,Aspirant,29.69,D,Beginner,40.63,C,Aspirant,78.76,A,Front Runner,27.39,D,Beginner,45.46,C,Aspirant
19190,Sappar Heri,Samana [330],Patiala,Punjab,46.73,C,Aspirant,55.7,C,Aspirant,66.0,B,Performer,35.0,D,Beginner,47.92,C,Aspirant,38.66,D,Beginner,40.0,C,Aspirant,78.41,A,Front Runner,62.17,B,Performer,22.87,D,Beginner
19164,Kotla Nasru,Samana [330],Patiala,Punjab,46.01,C,Aspirant,57.11,C,Aspirant,45.0,C,Aspirant,35.0,D,Beginner,38.0,D,Beginner,52.86,C,Aspirant,33.75,D,Beginner,75.08,A,Front Runner,62.17,B,Performer,32.47,D,Beginner
19192,Sehajpur Khurd,Samana [330],Patiala,Punjab,45.96,C,Aspirant,65.88,B,Performer,66.0,B,Performer,45.0,C,Aspirant,35.35,D,Beginner,44.71,C,Aspirant,46.47,C,Aspirant,80.39,A,Front Runner,66.52,B,Performer,11.9,D,Beginner
244246,Gajewas (19),Samana [330],Patiala,Punjab,45.92,C,Aspirant,51.8,C,Aspirant,38.33,D,Beginner,45.0,C,Aspirant,49.61,C,Aspirant,39.74,D,Beginner,46.88,C,Aspirant,76.21,A,Front Runner,53.48,C,Aspirant,26.99,D,Beginner
19138,Dhanetha,Samana [330],Patiala,Punjab,45.88,C,Aspirant,76.04,A,Front Runner,58.57,C,Aspirant,68.22,B,Performer,47.9,C,Aspirant,33.02,D,Beginner,30.21,D,Beginner,76.6,A,Front Runner,18.7,D,Beginner,43.29,C,Aspirant
19220,Chutehra,Samana [330],Patiala,Punjab,45.05,C,Aspirant,69.66,B,Performer,58.33,C,Aspirant,35.0,D,Beginner,47.82,C,Aspirant,12.91,D,Beginner,56.25,C,Aspirant,82.18,A,Front Runner,36.09,D,Beginner,52.18,C,Aspirant
19134,Chan Kamaspur / Mial Khurd,Samana [330],Patiala,Punjab,44.92,C,Aspirant,67.28,B,Performer,84.44,A,Front Runner,74.0,B,Performer,32.75,D,Beginner,8.37,D,Beginner,45.0,C,Aspirant,75.02,A,Front Runner,44.78,C,Aspirant,42.71,C,Aspirant
19141,Dullar,Samana [330],Patiala,Punjab,44.86,C,Aspirant,70.98,B,Performer,46.7,C,Aspirant,66.03,B,Performer,44.55,C,Aspirant,28.7,D,Beginner,43.75,C,Aspirant,77.87,A,Front Runner,23.04,D,Beginner,33.48,D,Beginner
19143,Fatehgarh / Retgarh,Samana [330],Patiala,Punjab,44.85,C,Aspirant,48.69,C,Aspirant,52.5,C,Aspirant,34.0,D,Beginner,43.01,C,Aspirant,54.91,C,Aspirant,37.5,D,Beginner,56.77,C,Aspirant,60.61,B,Performer,27.74,D,Beginner
19153,Jamalpur / Rain Majra,Samana [330],Patiala,Punjab,44.78,C,Aspirant,72.86,B,Performer,58.89,C,Aspirant,37.0,D,Beginner,52.58,C,Aspirant,24.74,D,Beginner,53.75,C,Aspirant,63.73,B,Performer,36.09,D,Beginner,28.38,D,Beginner
260825,Jaitu Patti,Samana [330],Patiala,Punjab,44.75,C,Aspirant,56.33,C,Aspirant,26.0,D,Beginner,67.14,B,Performer,40.0,C,Aspirant,34.29,D,Beginner,33.13,D,Beginner,78.37,A,Front Runner,57.83,C,Aspirant,35.52,D,Beginner
19151,Harchand Pura (Town),Samana [330],Patiala,Punjab,44.65,C,Aspirant,66.04,B,Performer,58.0,C,Aspirant,35.0,D,Beginner,39.77,D,Beginner,48.37,C,Aspirant,46.92,C,Aspirant,80.21,A,Front Runner,36.09,D,Beginner,20.12,D,Beginner
19132,Boota Singh Wala / Hari Garh,Samana [330],Patiala,Punjab,44.51,C,Aspirant,60.76,B,Performer,73.75,B,Performer,60.91,B,Performer,42.9,C,Aspirant,50.28,C,Aspirant,38.89,D,Beginner,81.67,A,Front Runner,14.35,D,Beginner,25.53,D,Beginner
19130,Bijalpur,Samana [330],Patiala,Punjab,44.26,C,Aspirant,71.09,B,Performer,58.09,C,Aspirant,56.28,C,Aspirant,47.88,C,Aspirant,20.0,D,Beginner,36.67,D,Beginner,78.83,A,Front Runner,30.58,D,Beginner,33.11,D,Beginner
19135,Chuhat,Samana [330],Patiala,Punjab,44.24,C,Aspirant,74.27,B,Performer,58.89,C,Aspirant,60.91,B,Performer,48.37,C,Aspirant,19.33,D,Beginner,37.5,D,Beginner,77.64,A,Front Runner,22.53,D,Beginner,39.74,D,Beginner
19178,Nasupur,Samana [330],Patiala,Punjab,43.66,C,Aspirant,56.18,C,Aspirant,53.92,C,Aspirant,53.92,C,Aspirant,49.76,C,Aspirant,18.76,D,Beginner,57.78,C,Aspirant,73.04,B,Performer,27.39,D,Beginner,32.68,D,Beginner
244232,Sapper Heri Channa,Samana [330],Patiala,Punjab,43.56,C,Aspirant,62.69,B,Performer,66.0,B,Performer,51.84,C,Aspirant,36.49,D,Beginner,34.29,D,Beginner,35.88,D,Beginner,78.79,A,Front Runner,62.17,B,Performer,11.98,D,Beginner
19122,Asmanpur,Samana [330],Patiala,Punjab,43.14,C,Aspirant,67.59,B,Performer,26.0,D,Beginner,35.0,D,Beginner,48.24,C,Aspirant,47.74,C,Aspirant,65.0,B,Performer,71.33,B,Performer,27.39,D,Beginner,28.78,D,Beginner
244227,Badshahpur,Samana [330],Patiala,Punjab,42.68,C,Aspirant,52.42,C,Aspirant,26.0,D,Beginner,35.0,D,Beginner,40.45,C,Aspirant,52.07,C,Aspirant,47.0,C,Aspirant,61.38,B,Performer,63.9,B,Performer,25.35,D,Beginner
260824,Sadhugarh,Samana [330],Patiala,Punjab,42.36,C,Aspirant,33.09,D,Beginner,53.0,C,Aspirant,50.05,C,Aspirant,29.55,D,Beginner,38.12,D,Beginner,42.81,C,Aspirant,59.83,C,Aspirant,57.83,C,Aspirant,30.0,D,Beginner
260904,Muradpura,Samana [330],Patiala,Punjab,40.4,C,Aspirant,55.53,C,Aspirant,71.79,B,Performer,56.33,C,Aspirant,23.33,D,Beginner,20.0,D,Beginner,23.75,D,Beginner,76.34,A,Front Runner,36.09,D,Beginner,41.78,C,Aspirant
19150,Guru Nanak Nagar,Samana [330],Patiala,Punjab,38.71,D,Beginner,57.5,C,Aspirant,42.0,C,Aspirant,35.0,D,Beginner,46.67,C,Aspirant,34.29,D,Beginner,24.67,D,Beginner,78.89,A,Front Runner,60.06,B,Performer,12.33,D,Beginner
19128,Basti Kot Bhai Lakhia,Samana [330],Patiala,Punjab,36.57,D,Beginner,52.56,C,Aspirant,26.0,D,Beginner,35.0,D,Beginner,41.73,C,Aspirant,34.03,D,Beginner,33.13,D,Beginner,77.44,A,Front Runner,27.39,D,Beginner,24.49,D,Beginner
19119,Achral Khurd,Samana [330],Patiala,Punjab,36.07,D,Beginner,58.77,C,Aspirant,47.78,C,Aspirant,38.57,D,Beginner,40.53,C,Aspirant,27.14,D,Beginner,35.49,D,Beginner,64.08,B,Performer,22.37,D,Beginner,17.04,D,Beginner
260911,Bhagat Singh Nagar,Samana [330],Patiala,Punjab,34.78,D,Beginner,63.5,B,Performer,26.0,D,Beginner,28.33,D,Beginner,32.86,D,Beginner,34.29,D,Beginner,38.13,D,Beginner,77.11,A,Front Runner,53.48,C,Aspirant,8.98,D,Beginner
19266,Malakpur Jattan,Sanour [331],Patiala,Punjab,68.84,B,Performer,83.93,A,Front Runner,90.38,A+,Achiever,69.29,B,Performer,62.33,B,Performer,54.85,C,Aspirant,63.33,B,Performer,79.54,A,Front Runner,62.56,B,Performer,61.35,B,Performer
18811,Bir Bahadurgarh,Sanour [331],Patiala,Punjab,67.59,B,Performer,87.14,A,Front Runner,83.98,A,Front Runner,74.0,B,Performer,56.18,C,Aspirant,74.81,B,Performer,46.25,C,Aspirant,74.76,B,Performer,60.03,B,Performer,62.31,B,Performer
18848,Kasba Rurki,Sanour [331],Patiala,Punjab,66.61,B,Performer,82.54,A,Front Runner,84.66,A,Front Runner,74.0,B,Performer,61.97,B,Performer,69.74,B,Performer,40.0,C,Aspirant,78.96,A,Front Runner,58.79,C,Aspirant,62.24,B,Performer
18867,Mohabatpur,Sanour [331],Patiala,Punjab,66.46,B,Performer,82.61,A,Front Runner,79.72,A,Front Runner,67.33,B,Performer,64.44,B,Performer,56.0,C,Aspirant,55.0,C,Aspirant,78.09,A,Front Runner,58.83,C,Aspirant,62.53,B,Performer
19213,Bolar Kalan,Sanour [331],Patiala,Punjab,65.92,B,Performer,79.05,A,Front Runner,80.21,A,Front Runner,66.94,B,Performer,62.49,B,Performer,61.08,B,Performer,55.0,C,Aspirant,80.74,A,Front Runner,54.62,C,Aspirant,59.78,C,Aspirant
19223,Dulbha,Sanour [331],Patiala,Punjab,65.71,B,Performer,80.55,A,Front Runner,85.92,A,Front Runner,71.45,B,Performer,56.08,C,Aspirant,56.78,C,Aspirant,52.22,C,Aspirant,81.88,A,Front Runner,55.73,C,Aspirant,60.89,B,Performer
19244,Jalalpur,Sanour [331],Patiala,Punjab,65.46,B,Performer,76.17,A,Front Runner,84.77,A,Front Runner,59.81,C,Aspirant,74.52,B,Performer,51.98,C,Aspirant,61.85,B,Performer,77.7,A,Front Runner,58.58,C,Aspirant,52.4,C,Aspirant
19246,Jogipur,Sanour [331],Patiala,Punjab,65.14,B,Performer,73.89,B,Performer,82.0,A,Front Runner,72.86,B,Performer,64.14,B,Performer,50.9,C,Aspirant,55.0,C,Aspirant,73.94,B,Performer,60.83,B,Performer,59.2,C,Aspirant
19215,Bosar Kalan,Sanour [331],Patiala,Punjab,64.88,B,Performer,80.38,A,Front Runner,81.09,A,Front Runner,66.92,B,Performer,55.26,C,Aspirant,63.25,B,Performer,53.33,C,Aspirant,79.79,A,Front Runner,57.44,C,Aspirant,54.69,C,Aspirant
18834,Gaunspur,Sanour [331],Patiala,Punjab,64.86,B,Performer,77.78,A,Front Runner,84.52,A,Front Runner,65.21,B,Performer,62.89,B,Performer,61.32,B,Performer,54.44,C,Aspirant,80.7,A,Front Runner,55.55,C,Aspirant,50.35,C,Aspirant
19271,Naugawan,Sanour [331],Patiala,Punjab,64.52,B,Performer,73.86,B,Performer,81.27,A,Front Runner,68.22,B,Performer,63.49,B,Performer,73.01,B,Performer,32.35,D,Beginner,78.27,A,Front Runner,56.62,C,Aspirant,71.21,B,Performer
18832,Fathepur Jattan,Sanour [331],Patiala,Punjab,64.47,B,Performer,80.38,A,Front Runner,80.42,A,Front Runner,74.44,B,Performer,54.05,C,Aspirant,50.69,C,Aspirant,61.18,B,Performer,79.85,A,Front Runner,58.55,C,Aspirant,51.02,C,Aspirant
19199,Akot,Sanour [331],Patiala,Punjab,63.97,B,Performer,70.09,B,Performer,80.53,A,Front Runner,65.93,B,Performer,63.12,B,Performer,74.55,B,Performer,60.0,B,Performer,77.69,A,Front Runner,54.35,C,Aspirant,40.43,C,Aspirant
18894,Shankarpur,Sanour [331],Patiala,Punjab,63.87,B,Performer,72.25,B,Performer,81.46,A,Front Runner,63.67,B,Performer,58.28,C,Aspirant,50.77,C,Aspirant,69.41,B,Performer,78.86,A,Front Runner,54.52,C,Aspirant,53.49,C,Aspirant
18825,Dhareri Jattan,Sanour [331],Patiala,Punjab,63.85,B,Performer,82.65,A,Front Runner,86.84,A,Front Runner,68.35,B,Performer,62.82,B,Performer,49.58,C,Aspirant,46.67,C,Aspirant,79.72,A,Front Runner,55.62,C,Aspirant,55.82,C,Aspirant
19204,Balbehra,Sanour [331],Patiala,Punjab,63.64,B,Performer,77.9,A,Front Runner,86.72,A,Front Runner,64.36,B,Performer,59.5,C,Aspirant,49.4,C,Aspirant,50.93,C,Aspirant,77.88,A,Front Runner,58.51,C,Aspirant,57.75,C,Aspirant
18864,Mehmoodpur Arrian,Sanour [331],Patiala,Punjab,63.62,B,Performer,78.24,A,Front Runner,82.5,A,Front Runner,74.0,B,Performer,62.52,B,Performer,49.95,C,Aspirant,40.0,C,Aspirant,73.69,B,Performer,59.58,C,Aspirant,65.18,B,Performer
19217,Charason,Sanour [331],Patiala,Punjab,63.59,B,Performer,81.3,A,Front Runner,88.37,A,Front Runner,71.35,B,Performer,60.49,B,Performer,56.03,C,Aspirant,42.96,C,Aspirant,75.89,A,Front Runner,58.51,C,Aspirant,51.33,C,Aspirant
18814,Boharpur,Sanour [331],Patiala,Punjab,63.4,B,Performer,64.32,B,Performer,55.83,C,Aspirant,68.29,B,Performer,61.28,B,Performer,68.77,B,Performer,65.0,B,Performer,77.03,A,Front Runner,58.76,C,Aspirant,54.45,C,Aspirant
19237,Ghalori,Sanour [331],Patiala,Punjab,63.32,B,Performer,68.77,B,Performer,75.86,A,Front Runner,70.87,B,Performer,54.79,C,Aspirant,63.11,B,Performer,43.53,C,Aspirant,77.62,A,Front Runner,59.74,C,Aspirant,63.45,B,Performer
19218,Chaura,Sanour [331],Patiala,Punjab,63.12,B,Performer,71.37,B,Performer,80.06,A,Front Runner,72.48,B,Performer,57.73,C,Aspirant,54.85,C,Aspirant,65.0,B,Performer,78.68,A,Front Runner,50.28,C,Aspirant,47.13,C,Aspirant
244243,Nagar,Sanour [331],Patiala,Punjab,63.03,B,Performer,79.99,A,Front Runner,84.33,A,Front Runner,66.92,B,Performer,67.5,B,Performer,70.61,B,Performer,38.89,D,Beginner,78.98,A,Front Runner,43.08,C,Aspirant,55.16,C,Aspirant
18801,Alampur,Sanour [331],Patiala,Punjab,63.02,B,Performer,74.11,B,Performer,85.14,A,Front Runner,63.33,B,Performer,57.49,C,Aspirant,49.09,C,Aspirant,57.65,C,Aspirant,79.97,A,Front Runner,63.75,B,Performer,47.31,C,Aspirant
244253,Jafar Nagar Sadiwal,Sanour [331],Patiala,Punjab,63.02,B,Performer,76.65,A,Front Runner,69.9,B,Performer,73.74,B,Performer,65.53,B,Performer,58.31,C,Aspirant,54.44,C,Aspirant,76.89,A,Front Runner,57.83,C,Aspirant,42.89,C,Aspirant
19274,Panjola,Sanour [331],Patiala,Punjab,63.02,B,Performer,77.7,A,Front Runner,83.28,A,Front Runner,68.28,B,Performer,55.08,C,Aspirant,52.42,C,Aspirant,43.89,C,Aspirant,79.47,A,Front Runner,62.3,B,Performer,56.52,C,Aspirant
18816,Chamarheri,Sanour [331],Patiala,Punjab,62.96,B,Performer,79.89,A,Front Runner,75.0,A,Front Runner,67.0,B,Performer,63.68,B,Performer,52.83,C,Aspirant,46.47,C,Aspirant,80.36,A,Front Runner,54.62,C,Aspirant,56.41,C,Aspirant
18875,Raipur Mandlan,Sanour [331],Patiala,Punjab,62.92,B,Performer,80.17,A,Front Runner,77.02,A,Front Runner,54.0,C,Aspirant,63.95,B,Performer,63.39,B,Performer,37.5,D,Beginner,80.06,A,Front Runner,58.28,C,Aspirant,65.35,B,Performer
19202,Assarpur,Sanour [331],Patiala,Punjab,62.86,B,Performer,87.01,A,Front Runner,88.67,A,Front Runner,72.86,B,Performer,53.22,C,Aspirant,42.57,C,Aspirant,44.44,C,Aspirant,79.7,A,Front Runner,55.57,C,Aspirant,61.13,B,Performer
18838,Hira Colony,Sanour [331],Patiala,Punjab,62.77,B,Performer,82.99,A,Front Runner,76.81,A,Front Runner,74.0,B,Performer,56.0,C,Aspirant,56.67,C,Aspirant,32.67,D,Beginner,80.43,A,Front Runner,47.53,C,Aspirant,80.89,A,Front Runner
19269,Mehargarh Batti,Sanour [331],Patiala,Punjab,62.6,B,Performer,70.13,B,Performer,86.73,A,Front Runner,65.58,B,Performer,53.21,C,Aspirant,44.74,C,Aspirant,51.67,C,Aspirant,84.38,A,Front Runner,62.17,B,Performer,57.35,C,Aspirant
19261,Lalina,Sanour [331],Patiala,Punjab,62.47,B,Performer,79.03,A,Front Runner,86.55,A,Front Runner,76.66,A,Front Runner,62.01,B,Performer,45.54,C,Aspirant,36.11,D,Beginner,76.38,A,Front Runner,55.58,C,Aspirant,63.79,B,Performer
18821,Daun Khurd,Sanour [331],Patiala,Punjab,62.15,B,Performer,75.89,A,Front Runner,63.45,B,Performer,55.5,C,Aspirant,64.39,B,Performer,68.01,B,Performer,57.65,C,Aspirant,79.38,A,Front Runner,62.17,B,Performer,41.56,C,Aspirant
18807,Bhathalan,Sanour [331],Patiala,Punjab,62.14,B,Performer,74.93,B,Performer,88.13,A,Front Runner,63.33,B,Performer,54.02,C,Aspirant,64.04,B,Performer,41.18,C,Aspirant,84.23,A,Front Runner,60.61,B,Performer,45.43,C,Aspirant
19275,Partapgarh,Sanour [331],Patiala,Punjab,62.09,B,Performer,77.95,A,Front Runner,88.67,A,Front Runner,74.62,B,Performer,57.2,C,Aspirant,40.17,C,Aspirant,46.67,C,Aspirant,83.96,A,Front Runner,55.58,C,Aspirant,53.11,C,Aspirant
244261,Majri,Sanour [331],Patiala,Punjab,62.08,B,Performer,67.78,B,Performer,84.44,A,Front Runner,74.0,B,Performer,63.33,B,Performer,56.67,C,Aspirant,43.33,C,Aspirant,77.86,A,Front Runner,62.17,B,Performer,42.95,C,Aspirant
19273,Paharipur,Sanour [331],Patiala,Punjab,62.05,B,Performer,78.7,A,Front Runner,84.12,A,Front Runner,62.53,B,Performer,59.67,C,Aspirant,61.04,B,Performer,41.11,C,Aspirant,75.76,A,Front Runner,58.58,C,Aspirant,49.57,C,Aspirant
19283,Sahib Nagar Theri,Sanour [331],Patiala,Punjab,61.82,B,Performer,64.61,B,Performer,84.56,A,Front Runner,55.53,C,Aspirant,67.76,B,Performer,48.25,C,Aspirant,64.51,B,Performer,81.63,A,Front Runner,59.69,C,Aspirant,42.32,C,Aspirant
244260,Hargobind Colony,Sanour [331],Patiala,Punjab,61.76,B,Performer,76.76,A,Front Runner,80.83,A,Front Runner,67.33,B,Performer,46.67,C,Aspirant,73.33,B,Performer,32.67,D,Beginner,74.66,B,Performer,55.8,C,Aspirant,67.23,B,Performer
19214,Bolri,Sanour [331],Patiala,Punjab,61.65,B,Performer,75.95,A,Front Runner,83.57,A,Front Runner,66.92,B,Performer,57.69,C,Aspirant,51.68,C,Aspirant,41.11,C,Aspirant,84.61,A,Front Runner,58.84,C,Aspirant,49.65,C,Aspirant
19228,Dera Bazigar,Sanour [331],Patiala,Punjab,61.46,B,Performer,94.1,A+,Achiever,78.05,A,Front Runner,72.57,B,Performer,56.0,C,Aspirant,43.11,C,Aspirant,34.0,D,Beginner,69.13,B,Performer,60.78,B,Performer,68.1,B,Performer
19259,Kotla Gehru,Sanour [331],Patiala,Punjab,61.33,B,Performer,82.76,A,Front Runner,89.52,A,Front Runner,66.92,B,Performer,54.58,C,Aspirant,56.61,C,Aspirant,38.89,D,Beginner,80.97,A,Front Runner,44.08,C,Aspirant,57.75,C,Aspirant
19260,Kule Majra,Sanour [331],Patiala,Punjab,61.29,B,Performer,68.5,B,Performer,83.77,A,Front Runner,72.04,B,Performer,55.32,C,Aspirant,49.24,C,Aspirant,41.11,C,Aspirant,79.87,A,Front Runner,55.58,C,Aspirant,59.38,C,Aspirant
18869,Muradpur,Sanour [331],Patiala,Punjab,61.21,B,Performer,74.66,B,Performer,88.47,A,Front Runner,63.33,B,Performer,64.05,B,Performer,48.85,C,Aspirant,49.41,C,Aspirant,77.41,A,Front Runner,55.58,C,Aspirant,43.34,C,Aspirant
18820,Daun Kalan,Sanour [331],Patiala,Punjab,61.18,B,Performer,77.95,A,Front Runner,45.83,C,Aspirant,52.0,C,Aspirant,59.33,C,Aspirant,74.51,B,Performer,58.24,C,Aspirant,76.22,A,Front Runner,60.67,B,Performer,54.31,C,Aspirant
19286,Saphera,Sanour [331],Patiala,Punjab,60.98,B,Performer,70.47,B,Performer,86.89,A,Front Runner,60.12,B,Performer,59.68,C,Aspirant,61.21,B,Performer,40.19,C,Aspirant,78.88,A,Front Runner,51.56,C,Aspirant,53.08,C,Aspirant
19284,Salaimpur Brahamana,Sanour [331],Patiala,Punjab,60.75,B,Performer,63.85,B,Performer,84.48,A,Front Runner,66.71,B,Performer,74.57,B,Performer,52.34,C,Aspirant,41.11,C,Aspirant,76.41,A,Front Runner,51.57,C,Aspirant,49.57,C,Aspirant
18886,Saifdipur,Sanour [331],Patiala,Punjab,60.64,B,Performer,76.3,A,Front Runner,86.8,A,Front Runner,61.74,B,Performer,59.64,C,Aspirant,45.44,C,Aspirant,38.33,D,Beginner,82.4,A,Front Runner,64.07,B,Performer,49.43,C,Aspirant
18862,Mehmadpur Jattan,Sanour [331],Patiala,Punjab,60.6,B,Performer,63.76,B,Performer,87.78,A,Front Runner,74.0,B,Performer,59.16,C,Aspirant,42.49,C,Aspirant,40.0,C,Aspirant,71.13,B,Performer,62.17,B,Performer,59.82,C,Aspirant
18847,Karheri,Sanour [331],Patiala,Punjab,60.57,B,Performer,78.18,A,Front Runner,75.45,A,Front Runner,74.0,B,Performer,60.0,B,Performer,40.06,C,Aspirant,37.5,D,Beginner,83.75,A,Front Runner,59.58,C,Aspirant,55.87,C,Aspirant
19216,Budhanpur,Sanour [331],Patiala,Punjab,60.51,B,Performer,78.22,A,Front Runner,75.45,A,Front Runner,52.22,C,Aspirant,62.86,B,Performer,63.08,B,Performer,47.06,C,Aspirant,79.33,A,Front Runner,50.63,C,Aspirant,47.08,C,Aspirant
19272,Noor Kherian,Sanour [331],Patiala,Punjab,60.38,B,Performer,69.13,B,Performer,88.67,A,Front Runner,69.29,B,Performer,62.02,B,Performer,66.83,B,Performer,37.78,D,Beginner,79.93,A,Front Runner,38.48,D,Beginner,52.12,C,Aspirant
19281,Rathian,Sanour [331],Patiala,Punjab,60.29,B,Performer,76.69,A,Front Runner,87.86,A,Front Runner,66.92,B,Performer,69.28,B,Performer,48.07,C,Aspirant,34.34,D,Beginner,87.64,A,Front Runner,44.07,C,Aspirant,52.81,C,Aspirant
19200,Alipur Jattan,Sanour [331],Patiala,Punjab,60.26,B,Performer,80.35,A,Front Runner,76.98,A,Front Runner,52.45,C,Aspirant,55.45,C,Aspirant,66.23,B,Performer,35.56,D,Beginner,78.98,A,Front Runner,63.75,B,Performer,49.1,C,Aspirant
18866,Mithu Majra,Sanour [331],Patiala,Punjab,60.0,B,Performer,77.36,A,Front Runner,84.91,A,Front Runner,63.33,B,Performer,57.96,C,Aspirant,48.76,C,Aspirant,41.18,C,Aspirant,78.11,A,Front Runner,54.31,C,Aspirant,49.06,C,Aspirant
244262,Peer Colony,Sanour [331],Patiala,Punjab,59.94,C,Aspirant,51.23,C,Aspirant,89.17,A,Front Runner,74.0,B,Performer,55.55,C,Aspirant,62.86,B,Performer,28.75,D,Beginner,74.18,B,Performer,57.83,C,Aspirant,68.65,B,Performer
19252,Kartarpur,Sanour [331],Patiala,Punjab,59.76,C,Aspirant,83.92,A,Front Runner,82.0,A,Front Runner,63.08,B,Performer,61.71,B,Performer,52.2,C,Aspirant,37.22,D,Beginner,77.65,A,Front Runner,51.73,C,Aspirant,46.52,C,Aspirant
