VILLAGE_ID,VILLAGE_NAME_x,GP_ID,GP_NAME,BLOCK NAME,DISTRICT NAME,STATE NAME,TOTAL - COMMUNITY COMPOST PITS,TOTAL - VEHICLES FOR COLLECTION & TRANSPORTATION OF WASTE,TOTAL - WASTE COLLECTION AND SEGREGATION SHEDS IN THE VILLAGE,TOTAL - SEGREGATION BINS AT COMMUNITY PLACES IN THE VILLAGE,TOTAL - COMMUNITY BIO-GAS PLANTS - UNDER OTHER SCHEMES,TOTAL - COMPOST PITS,TOTAL - BIOGAS PLANTS,TOTAL - FEEDING TO CATTLE,TOTAL - HOUSEHOLD BINS,TOTAL - COMMUNITY SOAK/LEACH/MAGIC PITS,TOTAL - DRAINAGE FACILITY AVAILABLE IN VILLAGE,TOTAL - COMMUNITY GREY WATER MANAGEMENT SYSTEMS,TOTAL - LEACH PITS,TOTAL - MAGIC PITS,TOTAL - SOAK PITS,TOTAL - KITCHEN GARDEN,TOTAL - DUCKWEED POND,ODF DECLARATION STATUS,GP_Name,Block,District,State,Overall_PAI_Score,Overall_Grade,Overall_Category,T1_Poverty_Free_Score,T1_Poverty_Free_Grade,T1_Poverty_Free_Category,T2_Healthy_Score,T2_Healthy_Grade,T2_Healthy_Category,T3_Child_Friendly_Score,T3_Child_Friendly_Grade,T3_Child_Friendly_Category,T4_Water_Sufficient_Score,T4_Water_Sufficient_Grade,T4_Water_Sufficient_Category,T5_Clean_Green_Score,T5_Clean_Green_Grade,T5_Clean_Green_Category,T6_Self_Sufficient_Score,T6_Self_Sufficient_Grade,T6_Self_Sufficient_Category,T7_Socially_Just_Score,T7_Socially_Just_Grade,T7_Socially_Just_Category,T8_Good_Governance_Score,T8_Good_Governance_Grade,T8_Good_Governance_Category,T9_Women_Friendly_Score,T9_Women_Friendly_Grade,T9_Women_Friendly_Category,VILLAGE_NAME_y,PANCHAYAT_NAME,BLOCK_NAME,DISTRICT_NAME,STATE_NAME,TOTAL_POPULATION,SC_POPULATION,ST_POPULATION,GEN_POPULATION,NO._OF_HABITATIONS,IS_PWS_AVAILABLE,JJM_STATUS,HAR_GHAR_JAL_CERTIFICATE,TOTAL_HOUSEHOLDS,TOTAL_TAP_CONNECTIONS,State Name,District Name,Block Name,Panchayat Name,Total Registered HH,Total Registered Persons,SC HH,SC Persons,ST HH,ST Persons,Male Persons,Female Persons
36571,PASIANA,19276,PASSIANA,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Passiana,Patiala [327],Patiala,Punjab,62.25,B,Performer,72.52,B,Performer,85.01,A,Front Runner,68.4,B,Performer,54.37,C,Aspirant,46.59,C,Aspirant,50.0,C,Aspirant,77.92,A,Front Runner,59.74,C,Aspirant,56.49,C,Aspirant,Kassiana,Kassiana,Patiala,Patiala,Punjab,1757.0,615.0,0.0,1142.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,353.0,353.0,PUNJAB,PATIALA,PATIALA,PASSIANA,300.0,383.0,205.0,267.0,0.0,0.0,218.0,165.0
36524,KALYAN,244257,PURBIAN COLONY,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,This village is NOT declared as ODF-Plus,Purbian Colony,Patiala [327],Patiala,Punjab,43.54,C,Aspirant,73.76,B,Performer,88.18,A,Front Runner,52.22,C,Aspirant,46.63,C,Aspirant,38.58,D,Beginner,24.71,D,Beginner,74.81,B,Performer,14.05,D,Beginner,35.42,D,Beginner,Kalyan,Purbian Colony,Patiala,Patiala,Punjab,2737.0,760.0,0.0,1977.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,512.0,512.0,PUNJAB,PATIALA,PATIALA,PURBIA COLONY,167.0,263.0,0.0,0.0,0.0,0.0,93.0,170.0
36574,RAJGARH,18392,RAJ GARH,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,Raj Garh,Patiala [327],Patiala,Punjab,57.61,C,Aspirant,65.8,B,Performer,77.24,A,Front Runner,59.5,C,Aspirant,46.33,C,Aspirant,62.57,B,Performer,43.75,C,Aspirant,71.92,B,Performer,47.38,C,Aspirant,53.47,C,Aspirant,,,,,,,,,,,,,,,,,,,,,,,,,,,
36520,Rakhra,18877,RAKHRA,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Rakhra,Patiala [327],Patiala,Punjab,62.98,B,Performer,64.56,B,Performer,67.24,B,Performer,74.0,B,Performer,62.13,B,Performer,68.8,B,Performer,52.5,C,Aspirant,72.8,B,Performer,53.48,C,Aspirant,55.54,C,Aspirant,Rakhra,Rakhra,Patiala,Patiala,Punjab,2491.0,872.0,0.0,1619.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,471.0,471.0,PUNJAB,PATIALA,PATIALA,RAKHRA,239.0,434.0,136.0,249.0,0.0,0.0,175.0,259.0
36645,RAM NAGAR ALIAS BAKSHIWALA,19278,RAM NAGAR ALIAS BAKSHI WALA,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,Ram Nagar Alias Bakshi Wala,Patiala [327],Patiala,Punjab,60.76,B,Performer,72.09,B,Performer,87.07,A,Front Runner,74.72,B,Performer,47.01,C,Aspirant,46.24,C,Aspirant,50.0,C,Aspirant,83.19,A,Front Runner,44.78,C,Aspirant,59.45,C,Aspirant,,,,,,,,,,,,,,,,,,,,,,,,,,,
36554,Ramgarh,19279,RAMGARH,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Ramgarh,Patiala [327],Patiala,Punjab,65.26,B,Performer,71.19,B,Performer,84.07,A,Front Runner,73.43,B,Performer,60.0,B,Performer,55.33,C,Aspirant,61.18,B,Performer,70.22,B,Performer,63.75,B,Performer,53.75,C,Aspirant,Rajgarh,Rajgarh,Patiala,Patiala,Punjab,921.0,500.0,0.0,421.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,180.0,180.0,,,,,,,,,,,,
36565,Ranbirpura,18878,RANBIRPURA,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,Ranbirpura,Patiala [327],Patiala,Punjab,59.1,C,Aspirant,64.22,B,Performer,81.46,A,Front Runner,77.0,A,Front Runner,47.44,C,Aspirant,58.6,C,Aspirant,47.06,C,Aspirant,73.74,B,Performer,53.48,C,Aspirant,42.35,C,Aspirant,Ranbirpura,Ranbirpura,Patiala,Patiala,Punjab,1820.0,820.0,0.0,1000.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,364.0,364.0,,,,,,,,,,,,
36643,Randhawa,19280,RANDHAWA,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Randhawa,Patiala [327],Patiala,Punjab,63.38,B,Performer,81.09,A,Front Runner,87.41,A,Front Runner,69.32,B,Performer,55.98,C,Aspirant,50.73,C,Aspirant,55.0,C,Aspirant,85.25,A,Front Runner,53.48,C,Aspirant,47.15,C,Aspirant,,,,,,,,,,,,,,,,,,,,,,,,,,,
36564,Rauni,18880,RAUNI,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Rauni,Patiala [327],Patiala,Punjab,56.8,C,Aspirant,77.67,A,Front Runner,74.42,B,Performer,48.67,C,Aspirant,52.16,C,Aspirant,51.66,C,Aspirant,37.5,D,Beginner,71.69,B,Performer,55.53,C,Aspirant,54.39,C,Aspirant,Rauni,Rauni,Patiala,Patiala,Punjab,2778.0,651.0,0.0,2127.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,553.0,553.0,PUNJAB,PATIALA,PATIALA,RAUNI,115.0,185.0,54.0,92.0,0.0,0.0,73.0,112.0
36564,RAUNI,18881,RAUNI JHUGIAN,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,This village is NOT declared as ODF-Plus,Rauni Jhugian,Patiala [327],Patiala,Punjab,59.06,C,Aspirant,62.69,B,Performer,71.27,B,Performer,66.34,B,Performer,54.63,C,Aspirant,59.07,C,Aspirant,38.75,D,Beginner,77.97,A,Front Runner,53.48,C,Aspirant,56.53,C,Aspirant,,,,,,,,,,,,,,,,,,,,,,,,,,,
36556,RAWAS BRAHMANAN,19282,RAWAS BRAHAMANA,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Rawas Brahamana,Patiala [327],Patiala,Punjab,62.22,B,Performer,71.93,B,Performer,84.94,A,Front Runner,74.0,B,Performer,56.07,C,Aspirant,51.12,C,Aspirant,43.75,C,Aspirant,69.03,B,Performer,70.87,B,Performer,50.37,C,Aspirant,,,,,,,,,,,,,,,,,,,,,,,,,,,
36589,Sadarpur,18885,SADARPUR,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sadarpur,Patiala [327],Patiala,Punjab,54.03,C,Aspirant,78.25,A,Front Runner,76.66,A,Front Runner,51.53,C,Aspirant,57.6,C,Aspirant,59.12,C,Aspirant,38.33,D,Beginner,63.58,B,Performer,40.43,C,Aspirant,37.86,D,Beginner,Sadarpur,Sadarpur,Patiala,Patiala,Punjab,611.0,214.0,0.0,397.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,122.0,122.0,PUNJAB,PATIALA,PATIALA,SADARPUR,96.0,163.0,71.0,131.0,0.0,0.0,83.0,80.0
36573,BAZIDPUR,18887,SAINI MAJRA,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,This village is NOT declared as ODF-Plus,Saini Majra,Patiala [327],Patiala,Punjab,53.16,C,Aspirant,52.16,C,Aspirant,67.5,B,Performer,70.0,B,Performer,48.94,C,Aspirant,48.52,C,Aspirant,38.75,D,Beginner,73.57,B,Performer,51.55,C,Aspirant,39.45,D,Beginner,Wazidpur,Saini Majra,Patiala,Patiala,Punjab,1862.0,220.0,0.0,1642.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,356.0,356.0,PUNJAB,PATIALA,PATIALA,SAINI MAJRA,35.0,43.0,16.0,19.0,0.0,0.0,25.0,18.0
189,Hashampur,19287,SASSA GUJRAN,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sassa Gujran,Patiala [327],Patiala,Punjab,59.7,C,Aspirant,67.38,B,Performer,86.48,A,Front Runner,70.8,B,Performer,48.22,C,Aspirant,55.53,C,Aspirant,37.65,D,Beginner,72.56,B,Performer,49.13,C,Aspirant,65.02,B,Performer,,,,,,,,,,,,,,,,,,,,,,,,,,,
36646,SASSA GUJRAN,19287,SASSA GUJRAN,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sassa Gujran,Patiala [327],Patiala,Punjab,59.7,C,Aspirant,67.38,B,Performer,86.48,A,Front Runner,70.8,B,Performer,48.22,C,Aspirant,55.53,C,Aspirant,37.65,D,Beginner,72.56,B,Performer,49.13,C,Aspirant,65.02,B,Performer,,,,,,,,,,,,,,,,,,,,,,,,,,,
36649,SASI BRAHMANAN,19288,SASSI BRAHAMANA,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,Sassi Brahamana,Patiala [327],Patiala,Punjab,62.77,B,Performer,63.37,B,Performer,85.64,A,Front Runner,67.54,B,Performer,57.36,C,Aspirant,59.28,C,Aspirant,43.53,C,Aspirant,83.23,A,Front Runner,57.83,C,Aspirant,57.93,C,Aspirant,,,,,,,,,,,,,,,,,,,,,,,,,,,
36572,SHAHBAZPUR,19289,SAWAJPUR PURANA,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sawajpur Purana,Patiala [327],Patiala,Punjab,65.27,B,Performer,84.43,A,Front Runner,77.22,A,Front Runner,67.56,B,Performer,57.96,C,Aspirant,59.5,C,Aspirant,43.75,C,Aspirant,77.92,A,Front Runner,60.03,B,Performer,69.19,B,Performer,,,,,,,,,,,,,,,,,,,,,,,,,,,
36572,SHAHBAZPUR,19290,SAWAJPUR(NAWAN),PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,This village is NOT declared as ODF-Plus,Sawajpur(Nawan),Patiala [327],Patiala,Punjab,55.37,C,Aspirant,74.33,B,Performer,66.39,B,Performer,59.57,C,Aspirant,37.82,D,Beginner,48.97,C,Aspirant,42.29,C,Aspirant,78.51,A,Front Runner,62.17,B,Performer,43.51,C,Aspirant,,,,,,,,,,,,,,,,,,,,,,,,,,,
36702,SHEKHUPURA,18890,SEKHUPURA,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Sekhupura,Patiala [327],Patiala,Punjab,61.64,B,Performer,84.26,A,Front Runner,82.74,A,Front Runner,75.62,A,Front Runner,48.89,C,Aspirant,67.5,B,Performer,41.11,C,Aspirant,78.41,A,Front Runner,36.09,D,Beginner,63.48,B,Performer,Sheikhupur,Sekhupura,Patiala,Patiala,Punjab,1272.0,335.0,0.0,937.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,241.0,241.0,PUNJAB,PATIALA,PATIALA,SHEIKHUPURA,110.0,200.0,43.0,100.0,0.0,0.0,110.0,90.0
36584,SEHNSERWAL,18889,SENSARWAL,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,Sensarwal,Patiala [327],Patiala,Punjab,46.47,C,Aspirant,78.78,A,Front Runner,87.87,A,Front Runner,72.2,B,Performer,41.06,C,Aspirant,21.95,D,Beginner,33.33,D,Beginner,76.19,A,Front Runner,18.7,D,Beginner,47.28,C,Aspirant,Sensarwal,Sensarwal,Patiala,Patiala,Punjab,775.0,375.0,0.0,400.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,163.0,163.0,PUNJAB,PATIALA,PATIALA,SENSARWAL,134.0,212.0,116.0,194.0,0.0,0.0,105.0,107.0
36560,Sher Majra,19291,SHER MAJRA,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Sher Majra,Patiala [327],Patiala,Punjab,60.5,B,Performer,73.89,B,Performer,79.41,A,Front Runner,67.0,B,Performer,57.59,C,Aspirant,39.03,D,Beginner,50.0,C,Aspirant,78.78,A,Front Runner,57.83,C,Aspirant,53.93,C,Aspirant,,,,,,,,,,,,,,,,,,,,,,,,,,,
36557,Sular,19292,SULAR,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sular,Patiala [327],Patiala,Punjab,60.49,B,Performer,70.69,B,Performer,81.89,A,Front Runner,51.63,C,Aspirant,56.31,C,Aspirant,46.53,C,Aspirant,50.88,C,Aspirant,78.18,A,Front Runner,66.52,B,Performer,52.3,C,Aspirant,,,,,,,,,,,,,,,,,,,,,,,,,,,
36582,Sultanpur,18896,SULTANPUR,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sultanpur,Patiala [327],Patiala,Punjab,55.44,C,Aspirant,66.49,B,Performer,84.67,A,Front Runner,63.33,B,Performer,44.92,C,Aspirant,58.45,C,Aspirant,31.76,D,Beginner,73.88,B,Performer,36.09,D,Beginner,62.45,B,Performer,Sultanpur,Sultanpur,Patiala,Patiala,Punjab,724.0,302.0,0.0,422.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,127.0,127.0,PUNJAB,PATIALA,PATIALA,SULATANPUR,160.0,263.0,127.0,210.0,0.0,0.0,123.0,140.0
36585,TARAURA KALAN,18897,TARORA KALAN,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Tarora Kalan,Patiala [327],Patiala,Punjab,52.07,C,Aspirant,69.41,B,Performer,85.1,A,Front Runner,60.62,B,Performer,40.13,C,Aspirant,50.78,C,Aspirant,38.89,D,Beginner,76.7,A,Front Runner,26.53,D,Beginner,48.74,C,Aspirant,Taraura Kalan,Tarora Kalan,Patiala,Patiala,Punjab,835.0,165.0,0.0,670.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,173.0,173.0,PUNJAB,PATIALA,PATIALA,TARORA KALAN,144.0,261.0,54.0,100.0,0.0,0.0,127.0,134.0
36586,TARAURA KHURD,18898,TARORA KHURD,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,Tarora Khurd,Patiala [327],Patiala,Punjab,48.85,C,Aspirant,77.95,A,Front Runner,82.0,A,Front Runner,59.23,C,Aspirant,48.67,C,Aspirant,47.95,C,Aspirant,33.33,D,Beginner,80.89,A,Front Runner,14.35,D,Beginner,46.3,C,Aspirant,Taraura Khurd,Tarora Khurd,Patiala,Patiala,Punjab,514.0,102.0,0.0,412.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,97.0,97.0,PUNJAB,PATIALA,PATIALA,TARORA KHURD,79.0,181.0,23.0,52.0,0.0,0.0,87.0,94.0
36634,TARAIN,19294,TRAIN,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Train,Patiala [327],Patiala,Punjab,56.96,C,Aspirant,71.83,B,Performer,84.35,A,Front Runner,65.57,B,Performer,72.16,B,Performer,38.7,D,Beginner,38.82,D,Beginner,79.93,A,Front Runner,36.09,D,Beginner,50.84,C,Aspirant,,,,,,,,,,,,,,,,,,,,,,,,,,,
36636,Tulewal,19295,TULEWAL,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Tulewal,Patiala [327],Patiala,Punjab,61.84,B,Performer,74.27,B,Performer,91.33,A+,Achiever,66.92,B,Performer,59.77,C,Aspirant,54.55,C,Aspirant,58.33,C,Aspirant,73.65,B,Performer,40.43,C,Aspirant,51.42,C,Aspirant,,,,,,,,,,,,,,,,,,,,,,,,,,,
36526,UCHA GAON,18899,UCHA GAON,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ucha Gaon,Patiala [327],Patiala,Punjab,52.83,C,Aspirant,65.76,B,Performer,73.13,B,Performer,55.19,C,Aspirant,54.65,C,Aspirant,54.01,C,Aspirant,55.29,C,Aspirant,53.56,C,Aspirant,27.39,D,Beginner,50.48,C,Aspirant,,,,,,,,,,,,,,,,,,,,,,,,,,,
36573,BAZIDPUR,18901,WAZIDPUR,PATIALA ( 327 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Wazidpur,Patiala [327],Patiala,Punjab,66.83,B,Performer,68.48,B,Performer,88.24,A,Front Runner,75.97,A,Front Runner,63.55,B,Performer,70.22,B,Performer,44.44,C,Aspirant,78.86,A,Front Runner,62.17,B,Performer,59.6,C,Aspirant,Wazidpur,Wazidpur,Patiala,Patiala,Punjab,1862.0,220.0,0.0,1642.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,356.0,356.0,PUNJAB,PATIALA,PATIALA,WAZIDPUR,156.0,286.0,42.0,82.0,0.0,0.0,155.0,131.0
36335,AJNODA KALAN,18645,AJNODA KALAN,PATIALA RURAL ( 7479 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,1.0,1.0,0.0,0.0,0.0,23.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ajnoda Kalan,Patiala Rural [7479],Patiala,Punjab,66.7,B,Performer,79.21,A,Front Runner,78.59,A,Front Runner,70.73,B,Performer,70.83,B,Performer,67.26,B,Performer,46.67,C,Aspirant,80.67,A,Front Runner,55.57,C,Aspirant,59.53,C,Aspirant,,,,,,,,,,,,,,,,,,,,,,,,,,,
36338,ALLOWAL,18650,ALLOWAL,PATIALA RURAL ( 7479 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Allowal,Patiala Rural [7479],Patiala,Punjab,65.83,B,Performer,84.54,A,Front Runner,75.61,A,Front Runner,61.35,B,Performer,55.64,C,Aspirant,48.54,C,Aspirant,73.89,B,Performer,79.29,A,Front Runner,66.15,B,Performer,56.57,C,Aspirant,,,,,,,,,,,,,,,,,,,,,,,,,,,
36476,AMAMPURA,18802,AMAMPURA,PATIALA RURAL ( 7479 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,Amampura,Patiala Rural [7479],Patiala,Punjab,53.91,C,Aspirant,75.0,A,Front Runner,77.38,A,Front Runner,52.5,C,Aspirant,54.44,C,Aspirant,29.64,D,Beginner,38.89,D,Beginner,80.0,A,Front Runner,48.18,C,Aspirant,52.23,C,Aspirant,,,,,,,,,,,,,,,,,,,,,,,,,,,
36529,JASSOWAL,277550,AMAN BIHAR,PATIALA RURAL ( 7479 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,This village is NOT declared as ODF-Plus,Aman Bihar,Patiala Rural [7479],Patiala,Punjab,54.8,C,Aspirant,69.03,B,Performer,78.23,A,Front Runner,74.0,B,Performer,31.13,D,Beginner,37.85,D,Beginner,30.0,D,Beginner,80.67,A,Front Runner,53.48,C,Aspirant,73.16,B,Performer,Jassowal,Aman Bihar,PATIALA RURAL,Patiala,Punjab,2260.0,604.0,0.0,1656.0,5.0,Yes,Har ghar jal certified,Certificate by public health engineering department,616.0,616.0,PUNJAB,PATIALA,Patiala Rural,Aman Vihar,9.0,10.0,5.0,5.0,0.0,0.0,1.0,9.0
36528,SIDHUWAL,260796,BABU SINGH COLONY,PATIALA RURAL ( 7479 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,This village is NOT declared as ODF-Plus,Babu Singh Colony,Patiala Rural [7479],Patiala,Punjab,52.77,C,Aspirant,67.1,B,Performer,78.38,A,Front Runner,61.18,B,Performer,40.11,C,Aspirant,37.92,D,Beginner,29.71,D,Beginner,80.67,A,Front Runner,55.57,C,Aspirant,48.7,C,Aspirant,Sidhuwal,Babu Singh Colony,PATIALA RURAL,Patiala,Punjab,2333.0,499.0,0.0,1834.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,537.0,537.0,PUNJAB,PATIALA,Patiala Rural,BABU SINGH COLONY,22.0,30.0,17.0,25.0,0.0,0.0,13.0,17.0
36507,Baran,18805,BARAN,PATIALA RURAL ( 7479 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Baran,Patiala Rural [7479],Patiala,Punjab,65.69,B,Performer,73.64,B,Performer,83.75,A,Front Runner,74.0,B,Performer,60.77,B,Performer,62.54,B,Performer,56.25,C,Aspirant,84.66,A,Front Runner,34.31,D,Beginner,80.34,A,Front Runner,Baran,Nawan Baran,PATIALA RURAL,Patiala,Punjab,3568.0,1034.0,0.0,2534.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,673.0,673.0,PUNJAB,PATIALA,Patiala Rural,BARAN,130.0,147.0,95.0,108.0,0.0,0.0,57.0,90.0
36529,JASSOWAL,277551,CARRIAR INCLAVE,PATIALA RURAL ( 7479 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,This village is NOT declared as ODF-Plus,Carriar Inclave,Patiala Rural [7479],Patiala,Punjab,58.04,C,Aspirant,73.75,B,Performer,85.0,A,Front Runner,62.72,B,Performer,73.33,B,Performer,60.21,B,Performer,26.52,D,Beginner,78.0,A,Front Runner,31.74,D,Beginner,65.57,B,Performer,,,,,,,,,,,,,,,,,,,,,,,,,,,
