VILLAGE_NAME,PANCHAYAT_NAME,BLOCK_NAME,DISTRICT_NAME,STATE_NAME,TOTAL_POPULATION,SC_POPULATION,ST_POPULATION,GEN_POPULATION,NO._OF_HABITATIONS,IS_PWS_AVAILABLE,JJM_STATUS,HAR_GHAR_JAL_CERTIFICATE,TOTAL_HOUSEHOLDS,TOTAL_TAP_CONNECTIONS
Sandhu Khurd,Sandhu Khurd,Phul,Bathinda,Punjab,1427.0,310.0,0.0,1117.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,270.0,270.0
Sailbrah,Selbrah,Phul,Bathinda,Punjab,5432.0,1948.0,0.0,3484.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,957.0,957.0
Badiala,Badiala,RAMPURA,Bathinda,Punjab,1962.0,722.0,0.0,1240.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,454.0,454.0
BALIANWALI,Balianwali,RAMPURA,Bathinda,Punjab,9118.0,2348.0,0.0,6770.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,1649.0,1649.0
BALLOH,Baloh,RAMPURA,Bathinda,Punjab,4446.0,1855.0,0.0,2591.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,886.0,886.0
Bhaini Chuhar,Bhaini Chuhar,RAMPURA,Bathinda,Punjab,1841.0,519.0,0.0,1322.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,345.0,345.0
Bhunder,Bhunder,RAMPURA,Bathinda,Punjab,4686.0,1144.0,0.0,3542.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,892.0,892.0
BUGRAN,BUGRAN,RAMPURA,Bathinda,Punjab,2096.0,842.0,0.0,1254.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,405.0,405.0
Burj Mansa,Burj Mansa,RAMPURA,Bathinda,Punjab,1096.0,228.0,0.0,868.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,212.0,212.0
CHOWKE,Chauke,RAMPURA,Bathinda,Punjab,10480.0,3435.0,0.0,7045.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,1785.0,1785.0
CHOTTIAN,Chotian,RAMPURA,Bathinda,Punjab,1909.0,525.0,0.0,1384.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,328.0,328.0
Daulatpura,Daulatpura,RAMPURA,Bathinda,Punjab,1521.0,605.0,0.0,916.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,293.0,293.0
Dhade,Dhade,RAMPURA,Bathinda,Punjab,3351.0,693.0,0.0,2658.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,610.0,610.0
Dikh,Dikh,RAMPURA,Bathinda,Punjab,3604.0,1028.0,0.0,2576.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,739.0,739.0
Ghurella,Gharaila,RAMPURA,Bathinda,Punjab,970.0,254.0,0.0,716.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,181.0,181.0
Ghurelli,Gharaili,RAMPURA,Bathinda,Punjab,1114.0,241.0,0.0,873.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,214.0,214.0
Gill Kalan,Gill Kalan,RAMPURA,Bathinda,Punjab,3880.0,1443.0,0.0,2437.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,784.0,784.0
Gill Khurd,Gill Khurd,RAMPURA,Bathinda,Punjab,1226.0,388.0,0.0,838.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,221.0,221.0
HARKRISHANPURA,HARKRISHANPURA,RAMPURA,Bathinda,Punjab,874.0,243.0,0.0,631.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,193.0,193.0
Jaid,Jaid,RAMPURA,Bathinda,Punjab,1299.0,307.0,0.0,992.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,241.0,241.0
Jeond,Jeond,RAMPURA,Bathinda,Punjab,3159.0,1053.0,0.0,2106.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,619.0,619.0
Jethuke,Jethuke,RAMPURA,Bathinda,Punjab,2945.0,1053.0,0.0,1892.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,582.0,582.0
Jhanduke,Jhanduke,RAMPURA,Bathinda,Punjab,2621.0,883.0,0.0,1738.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,489.0,489.0
Kararwala,Kararwala,RAMPURA,Bathinda,Punjab,4356.0,1605.0,0.0,2751.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,870.0,870.0
Khokhar,Khokhar,RAMPURA,Bathinda,Punjab,3129.0,1004.0,0.0,2125.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,587.0,587.0
Kotra Koreana,Kotra Koreana,RAMPURA,Bathinda,Punjab,4239.0,1685.0,0.0,2554.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,859.0,859.0
MANDI KALAN,MANDI KALAN,RAMPURA,Bathinda,Punjab,10101.0,4620.0,0.0,5481.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,1775.0,1775.0
Mandi Khurd,Mandi Khurd,RAMPURA,Bathinda,Punjab,1409.0,470.0,0.0,939.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,264.0,264.0
Mansa Khurd,Mansa Khurd,RAMPURA,Bathinda,Punjab,1310.0,345.0,0.0,965.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,276.0,276.0
Nandgarh Kotra,Nandgarh,RAMPURA,Bathinda,Punjab,1524.0,703.0,0.0,821.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,286.0,286.0
Pirkot,Pirkot,RAMPURA,Bathinda,Punjab,1556.0,702.0,0.0,854.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,275.0,275.0
Pitho,Pitho,RAMPURA,Bathinda,Punjab,5835.0,1805.0,0.0,4030.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,1076.0,1076.0
Ram Niwas,Ram Niwas,RAMPURA,Bathinda,Punjab,2225.0,436.0,0.0,1789.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,453.0,453.0
RAMPURA,RAMPURA,RAMPURA,Bathinda,Punjab,10894.0,4045.0,0.0,6849.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,2023.0,2023.0
Such,Sooch,RAMPURA,Bathinda,Punjab,1666.0,447.0,0.0,1219.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,315.0,315.0
Bajak,Bajak,Sangat,Bathinda,Punjab,2708.0,810.0,0.0,1898.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,491.0,491.0
Bambiha,Bambiha,Sangat,Bathinda,Punjab,3233.0,851.0,0.0,2382.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,598.0,598.0
Bandi,Bandi,Sangat,Bathinda,Punjab,4220.0,1062.0,0.0,3158.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,768.0,768.0
Bhagwangarh Urf Bhukhianwali,Bhagwangarh/Bhukhianwali,Sangat,Bathinda,Punjab,2736.0,933.0,0.0,1803.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,476.0,476.0
Chak Attar Singh Wala,Chak Attar Singh Wala,Sangat,Bathinda,Punjab,2814.0,1230.0,0.0,1584.0,4.0,Yes,Har ghar jal certified,Certificate by public health engineering department,522.0,522.0
Chak Ruldu Singh Wala,Chak Ruldu Singh Wala,Sangat,Bathinda,Punjab,3653.0,2377.0,0.0,1276.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,670.0,670.0
Dhunike,Dhunike,Sangat,Bathinda,Punjab,1273.0,830.0,0.0,443.0,4.0,Yes,Har ghar jal certified,Certificate by public health engineering department,272.0,272.0
Doomwali,Doomwali,Sangat,Bathinda,Punjab,5072.0,1965.0,0.0,3107.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,917.0,917.0
Dunewala,Dunewala,Sangat,Bathinda,Punjab,1410.0,343.0,0.0,1067.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,254.0,254.0
Faridkot,Faridkot,Sangat,Bathinda,Punjab,2207.0,728.0,0.0,1479.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,446.0,446.0
Gehri Buttar,Gehri Butter,Sangat,Bathinda,Punjab,4054.0,1589.0,0.0,2465.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,721.0,721.0
Ghudda,Ghuda,Sangat,Bathinda,Punjab,5397.0,1483.0,0.0,3914.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,1023.0,1023.0
Gurthari,Gurthari,Sangat,Bathinda,Punjab,1888.0,480.0,0.0,1408.0,4.0,Yes,Har ghar jal certified,Certificate by public health engineering department,357.0,357.0
Gurusar Sehnewala,Guru Sar Sainewala,Sangat,Bathinda,Punjab,2673.0,1598.0,0.0,1075.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,542.0,542.0
Jai Singh Wala,Jai Singh Wala,Sangat,Bathinda,Punjab,5539.0,2200.0,0.0,3339.0,5.0,Yes,Har ghar jal certified,Certificate by public health engineering department,946.0,946.0
Jandian,Jandian,Sangat,Bathinda,Punjab,2012.0,1064.0,0.0,948.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,349.0,349.0
Jangi Rana,Jangi Rana,Sangat,Bathinda,Punjab,4565.0,1680.0,0.0,2885.0,4.0,Yes,Har ghar jal certified,Certificate by public health engineering department,801.0,801.0
Jassi Bagh Wali,Jassi Bagwali,Sangat,Bathinda,Punjab,3535.0,1136.0,0.0,2399.0,5.0,Yes,Har ghar jal certified,Certificate by public health engineering department,695.0,695.0
Kaljharani,Kaljharani,Sangat,Bathinda,Punjab,4003.0,1330.0,0.0,2673.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,761.0,761.0
Kishanpura Urf Kutti,Kishanpura Alias Kutti,Sangat,Bathinda,Punjab,1558.0,429.0,0.0,1129.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,335.0,335.0
Kot Guru,Kotguru Alias Guruke,Sangat,Bathinda,Punjab,3033.0,1594.0,0.0,1439.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,463.0,463.0
Kotli Sabo,Kotli Sabo,Sangat,Bathinda,Punjab,1280.0,395.0,0.0,885.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,241.0,241.0
Lool Bai,Lool Bai,Sangat,Bathinda,Punjab,1759.0,934.0,0.0,825.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,332.0,332.0
Malwala,Malwala,Sangat,Bathinda,Punjab,2893.0,1277.0,0.0,1616.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,533.0,533.0
Machhana,Masana,Sangat,Bathinda,Punjab,1603.0,735.0,0.0,868.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,319.0,319.0
Mehta,Mehta,Sangat,Bathinda,Punjab,3351.0,1165.0,0.0,2186.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,623.0,623.0
Muhlan,Muhalan,Sangat,Bathinda,Punjab,1150.0,383.0,0.0,767.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,195.0,195.0
Nandgarh,Nandgarh,Sangat,Bathinda,Punjab,1800.0,782.0,0.0,1018.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,347.0,347.0
Pacca Khurd,Pacca Khurd,Sangat,Bathinda,Punjab,2244.0,949.0,0.0,1295.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,418.0,418.0
Pacca Kalan,Pakka Kalan,Sangat,Bathinda,Punjab,9077.0,3076.0,0.0,6001.0,7.0,Yes,Har ghar jal certified,Certificate by public health engineering department,1653.0,1653.0
Pathrala,Pathrala,Sangat,Bathinda,Punjab,7494.0,2739.0,0.0,4755.0,7.0,Yes,Har ghar jal certified,Certificate by public health engineering department,1446.0,1446.0
Phallar,Phallar,Sangat,Bathinda,Punjab,2103.0,906.0,0.0,1197.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,415.0,415.0
Phullo Mithi,Phulo Mithi,Sangat,Bathinda,Punjab,4185.0,1383.0,0.0,2802.0,4.0,Yes,Har ghar jal certified,Certificate by public health engineering department,802.0,802.0
Raike Kalan,Raike Kalan,Sangat,Bathinda,Punjab,5466.0,2653.0,0.0,2813.0,8.0,Yes,Har ghar jal certified,Certificate by public health engineering department,1035.0,1035.0
Raike Khurd Urf Chak Dana,Raike Khurd,Sangat,Bathinda,Punjab,1388.0,668.0,0.0,720.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,297.0,297.0
Sangat Kalan,Sangat Kalan,Sangat,Bathinda,Punjab,2556.0,1120.0,0.0,1436.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,862.0,862.0
Sekhu,Sekhu,Sangat,Bathinda,Punjab,5174.0,1599.0,0.0,3575.0,5.0,Yes,Har ghar jal certified,Certificate by public health engineering department,938.0,938.0
Shergarh,Shergarh,Sangat,Bathinda,Punjab,1993.0,897.0,0.0,1096.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,367.0,367.0
BAGHA,BAGHA,Talwandi Sabo,Bathinda,Punjab,3601.0,1080.0,0.0,2521.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,715.0,715.0
BANGI DEEPA,Bangi Deepa Singh,Talwandi Sabo,Bathinda,Punjab,2137.0,778.0,0.0,1359.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,393.0,393.0
BANGI NIHAL SINGH,BANGI NIHAL SINGH,Talwandi Sabo,Bathinda,Punjab,4186.0,1747.0,0.0,2439.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,784.0,784.0
BANGI RAGHU,Bangi Rughu,Talwandi Sabo,Bathinda,Punjab,1727.0,502.0,0.0,1225.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,295.0,295.0
BANGI RULDU,BANGI RULDU,Talwandi Sabo,Bathinda,Punjab,4864.0,1706.0,0.0,3158.0,8.0,Yes,Har ghar jal certified,Certificate by public health engineering department,920.0,920.0
BEHMAN JASSA SINGH,BEHMAN JASSA SINGH,Talwandi Sabo,Bathinda,Punjab,1941.0,536.0,0.0,1405.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,394.0,394.0
BEHMAN KAUR SINGH,BEHMAN KAUR SINGH,Talwandi Sabo,Bathinda,Punjab,2299.0,989.0,0.0,1310.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,462.0,462.0
BHAGI BANDER,Bhagi Bandar,Talwandi Sabo,Bathinda,Punjab,7680.0,2756.0,0.0,4924.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,1384.0,1384.0
BHAGWANPURA,BHAGWANPURA,Talwandi Sabo,Bathinda,Punjab,778.0,362.0,0.0,416.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,170.0,170.0
FATEHGARH NAUABAD,Fateh Garh Noabad,Talwandi Sabo,Bathinda,Punjab,1740.0,629.0,0.0,1111.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,360.0,360.0
FATTA BALU,FATTA BALU,Talwandi Sabo,Bathinda,Punjab,865.0,278.0,0.0,587.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,140.0,140.0
GATWALI,GATWALI,Talwandi Sabo,Bathinda,Punjab,2105.0,616.0,0.0,1489.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,395.0,395.0
GEHLEWALA,GEHLEWALA,Talwandi Sabo,Bathinda,Punjab,1296.0,403.0,0.0,893.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,249.0,249.0
GIANA,GIANA,Talwandi Sabo,Bathinda,Punjab,4515.0,1746.0,0.0,2769.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,876.0,876.0
GOLEWALA,GOLEWALA,Talwandi Sabo,Bathinda,Punjab,945.0,191.0,0.0,754.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,175.0,175.0
GURUSAR JAGGA,Gurusar Jaga,Talwandi Sabo,Bathinda,Punjab,1667.0,741.0,0.0,926.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,306.0,306.0
JAGGA RAM TIRTH,JAGGA RAM TIRTH,Talwandi Sabo,Bathinda,Punjab,6871.0,1988.0,0.0,4883.0,5.0,Yes,Har ghar jal certified,Certificate by public health engineering department,1290.0,1290.0
JAJJAL,Jajal,Talwandi Sabo,Bathinda,Punjab,3352.0,959.0,0.0,2393.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,631.0,631.0
JEON SINGH WALA,JEON SINGH WALA,Talwandi Sabo,Bathinda,Punjab,3873.0,1660.0,0.0,2213.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,711.0,711.0
JOGEWALA,JOGEWALA,Talwandi Sabo,Bathinda,Punjab,1235.0,155.0,0.0,1080.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,231.0,231.0
KAILE BANDER,KAILE BANDER,Talwandi Sabo,Bathinda,Punjab,4696.0,1445.0,0.0,3251.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,836.0,836.0
KALALWALA,KALAL WALA,Talwandi Sabo,Bathinda,Punjab,2566.0,891.0,0.0,1675.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,450.0,450.0
KAMALU,KAMALU,Talwandi Sabo,Bathinda,Punjab,2190.0,715.0,0.0,1475.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,375.0,375.0
KOREANA,Kaureana,Talwandi Sabo,Bathinda,Punjab,2128.0,611.0,0.0,1517.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,418.0,418.0
KOT BAKHTU,KOT BAKHTU,Talwandi Sabo,Bathinda,Punjab,5043.0,1630.0,0.0,3413.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,922.0,922.0
LALEANA,LALEANA,Talwandi Sabo,Bathinda,Punjab,3882.0,1523.0,0.0,2359.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,675.0,675.0
LEHRI,LEHRI,Talwandi Sabo,Bathinda,Punjab,3093.0,1097.0,0.0,1996.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,620.0,620.0
LELEWALA,LELEWALA,Talwandi Sabo,Bathinda,Punjab,4665.0,1482.0,0.0,3183.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,932.0,932.0
MAHI NANGAL,MAHI NANGAL,Talwandi Sabo,Bathinda,Punjab,2898.0,631.0,0.0,2267.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,585.0,585.0
MALKANA,MALKANA,Talwandi Sabo,Bathinda,Punjab,5243.0,1751.0,0.0,3492.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,872.0,872.0
MANUANA,MANUANA,Talwandi Sabo,Bathinda,Punjab,674.0,172.0,0.0,502.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,130.0,130.0
MANWALA,MANWALA,Talwandi Sabo,Bathinda,Punjab,2164.0,693.0,0.0,1471.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,409.0,409.0
MIRZEANA,Mirjeana,Talwandi Sabo,Bathinda,Punjab,1419.0,67.0,0.0,1352.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,270.0,270.0
NANGLA,NANGLA,Talwandi Sabo,Bathinda,Punjab,2797.0,1053.0,0.0,1744.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,530.0,530.0
NATHEHA,NATHEHA,Talwandi Sabo,Bathinda,Punjab,3038.0,1020.0,0.0,2018.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,544.0,544.0
PHULLO KHARI,Phulo Khari,Talwandi Sabo,Bathinda,Punjab,1856.0,340.0,0.0,1516.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,402.0,402.0
RAMSRA,RAMSRA,Talwandi Sabo,Bathinda,Punjab,2739.0,986.0,0.0,1753.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,511.0,511.0
RATTANGARH KANAKWAL,RATTANGARH KANAKWAL,Talwandi Sabo,Bathinda,Punjab,1789.0,637.0,0.0,1152.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,330.0,330.0
RAYIA,RAYIA,Talwandi Sabo,Bathinda,Punjab,1224.0,426.0,0.0,798.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,245.0,245.0
SANGAT KHURD,SANGAT KHURD,Talwandi Sabo,Bathinda,Punjab,2050.0,736.0,0.0,1314.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,365.0,365.0
SHEKHPURA,SHEKHPURA,Talwandi Sabo,Bathinda,Punjab,5127.0,1944.0,0.0,3183.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,1056.0,1056.0
SINGO,SINGO,Talwandi Sabo,Bathinda,Punjab,3958.0,557.0,0.0,3401.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,738.0,738.0
SUKHLADHI,SUKHLADHI,Talwandi Sabo,Bathinda,Punjab,2846.0,962.0,0.0,1884.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,478.0,478.0
TARANG WALI,TARANG WALI,Talwandi Sabo,Bathinda,Punjab,686.0,220.0,0.0,466.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,133.0,133.0
TARKHANWALA,TARKHANWALA,Talwandi Sabo,Bathinda,Punjab,2396.0,652.0,0.0,1744.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,443.0,443.0
TEONA PUJARIAN,TEONA PUJARIAN,Talwandi Sabo,Bathinda,Punjab,2361.0,625.0,0.0,1736.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,451.0,451.0
Aladadpur,Aladadpur,Amloh,Fatehgarh Sahib,Punjab,567.0,480.0,0.0,87.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,106.0,106.0
ALI PUR SANDAL,ALIPUR SANDAL,Amloh,Fatehgarh Sahib,Punjab,710.0,575.0,0.0,135.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,133.0,133.0
